"","Id","AgeReviewer","GenderReviewer","RevRating","RevType","RevLen","WordCount","AvgWordLen","SentiG2","SentiG3","SentiGPol","SentiGSub","SentiR2","SentiR3","SentiRPol","App","AppCat","nReviews","nInstalls","ContRating","lRevLen","AppRating"
"1269",5371,NA,NA,4.43,"Short",64,9,3.6349569998339,"Negative","Negative",-0.109437701946835,0.458268080805424,"Positive","Positive",0.117816205274338,"Block Puzzle","GAME",938039,"5000000+","Teen",4.17438726989564,4.8
"1202",4389,NA,NA,4.63,"Short",34,6,3.79520919927059,"Positive","Positive",-0.332538920249974,0.321104175702146,"Positive","Neutral",0.330948148884995,"Crossy Road","GAME",337747,"100000000+","Teen",3.55534806148941,4.54
"1555",3791,NA,NA,4.26,"Short",55,7,3.67121424912941,"Negative","Negative",-0.485180554385633,0.483006869380045,"Positive","Neutral",-0.0432956521787475,"Dragon Hills","GAME",157259,"10000000+","Mature",4.02535169073515,4.45
"944",2481,NA,NA,4.49,"Long",242,42,3.06283545434321,"Negative","Negative",0.698215545357711,0.265406066853113,"Negative","Neutral",-0.191405067144156,"GUNSHIP BATTLE Helicopter 3D","GAME",44116,"50000000+","Everyone",5.49306144334055,4.71
"574",4216,NA,NA,4.5,"Long",922,121,2.9691353574308,"Positive","Positive",0.010338923374405,0.729524075760466,"Positive","Positive",0.0312539495312072,"Dude Perfect 2","GAME",249375,"10000000+","Teen",6.82762923450285,4.72
"2456",5957,NA,NA,4.37,"Long",138,20,3.3151897224058,"Positive","Neutral",0.190375716697849,0.573622958539634,"Positive","Positive",0.0103042954057265,"Chapters Interactive Stories","GAME",2853615,"1000000+","Everyone 10+",4.93447393313069,4.53
"2270",465,NA,NA,4.44,"Short",48,8,3.51107868352727,"Negative","Negative",0.0889035595803139,0.428755041155506,"Negative","Negative",0.134978138025778,"Baby Panda Care","FAMILY",1749,"10000000+","Mature",3.89182029811063,4.54
"2364",418,NA,NA,4.54,"Short",110,13,3.41977728928889,"Negative","Negative",-0.380172498394863,0.443920093959504,"Negative","Negative",0.414924628819913,"Battlelands Royale","GAME",1519,"1000000+","Mature",4.70953020131233,4.61
"446",778,NA,NA,4.4,"Long",126,15,3.37159124567273,"Negative","Negative",0.0480873213390402,0.480312736079603,"Negative","Negative",-0.0485098967807899,"Bad Piggies","FAMILY",4156,"50000000+","Teen",4.84418708645859,4.56
"2272",1158,NA,NA,4.12,"Long",126,21,3.25173436331724,"Negative","Negative",-0.314582540318444,0.359971010737527,"Negative","Negative",-0.039379579929539,"Candy Pop Story","FAMILY",6796,"1000000+","Mature",4.84418708645859,4.62
"164",3752,NA,NA,4.28,"Long",196,29,2.99019767830816,"Positive","Neutral",-0.456539155158096,0.480925780436406,"Positive","Neutral",-0.261538787855075,"Hide App Private Dating Safe Chat PrivacyHider","DATING",134676,"1000000+","Teen",5.28320372873799,4.57
"2050",6633,NA,NA,4.35,"Short",43,3,4.52339491146667,"Positive","Positive",0.229942744851028,0.410956512576546,"Positive","Positive",0.345013781485924,"Baby ABC in box Kids alphabet games for toddlers","FAMILY",68034537,"1000000+","Mature",3.78418963391826,4.61
"806",5987,NA,NA,4.13,"Short",93,12,3.57731601905591,"Positive","Neutral",-0.129630212769415,0.443090169447238,"Positive","Positive",0.0452764601122872,"Herpes Dating 1000K Singles","DATING",2489420,"10000+","Everyone 10+",4.54329478227,4.63
"2381",5627,NA,NA,4.47,"Short",71,8,4.19048748269859,"Positive","Positive",-0.112754499486878,0.562781813268987,"Positive","Positive",0.175069631259035,"Free Dating App Flirt Chat Cheers","DATING",1149070,"10000+","Everyone 10+",4.27666611901606,4.61
"1118",5474,NA,NA,4.29,"Long",129,18,3.42493227563333,"Negative","Negative",0.248082814245605,0.534432339324708,"Positive","Neutral",0.36229999005916,"Candy Crush Soda Saga","GAME",1386813,"100000000+","Mature",4.86753445045558,4.7
"1838",3602,NA,NA,4.46,"Long",324,46,3.27250940836342,"Negative","Negative",-0.0701583190495189,0.423913727032843,"Positive","Neutral",0.0016631312541105,"DRAGON BALL LEGENDS","GAME",131722,"5000000+","Everyone",5.78382518232974,4.64
"1036",6111,NA,NA,4.4,"Long",185,26,2.9793738062375,"Positive","Neutral",-0.251269653997026,0.662095922030691,"Positive","Positive",0.382024743534254,"Fruits Bomb","GAME",4086617,"10000000+","Teen",5.2257466737132,4.36
"2191",4372,NA,NA,4.27,"Short",41,4,3.88147056673846,"Negative","Negative",-0.626228951167079,0.502871181562064,"Negative","Neutral",0.304761010215294,"Crossy Road","GAME",331889,"100000000+","Teen",3.73766961828337,4.54
"2236",788,NA,NA,4.5,"Long",84,15,3.29846573665263,"Negative","Negative",0.069427968585231,0.53663251452188,"Negative","Negative",-0.83550974022073,"Bad Piggies","FAMILY",4237,"50000000+","Mature",4.44265125649032,4.56
"1900",4097,NA,NA,4.33,"Short",58,7,4.25183566935686,"Negative","Negative",-0.17477354780441,0.317498353861922,"Positive","Neutral",0.403518195702878,"Angry Birds 2","FAMILY",242828,"100000000+","Teen",4.07753744390572,4.53
"2210",4580,NA,NA,4.6,"Long",133,21,3.1885417323013,"Negative","Neutral",0.391267092788828,0.498587057014773,"Positive","Neutral",0.385482683545522,"Disney Magic Kingdoms Build Your Own Magical Park","FAMILY",372246,"10000000+","Teen",4.89783979995091,4.61
"79",4972,NA,NA,4.43,"Long",116,15,3.4468169655785,"Negative","Negative",-0.465882479725331,0.707801571844644,"Positive","Neutral",-0.295745076932852,"Citibanamex Movil","FINANCE",553501,"5000000+","Teen",4.76217393479776,4.51
"2159",5803,NA,NA,4.49,"Short",8,2,6.6605410355,"Positive","Positive",0.0439614284734181,0.405403253481945,"Positive","Positive",-0.299906746946265,"Educational Games for Kids","FAMILY",1807557,"1000000+","Teen",2.19722457733622,4.61
"1008",4049,NA,NA,4.36,"Long",154,25,3.17141026454545,"Positive","Positive",-0.021789613595249,0.566891694066529,"Positive","Positive",0.451378103220433,"Agario","GAME",230975,"100000000+","Teen",5.04342511691925,4.64
"1703",1875,NA,NA,4.21,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Cougar Dating Life Date Older Women Sugar Mummy","DATING",16111,"500000+","Everyone 10+",NA,4.33
"2481",3681,NA,NA,4.65,"Short",82,12,3.47767226032195,"Positive","Neutral",-0.121056193066956,0.499049694575382,"Positive","Neutral",0.225068194086585,"DRAGON BALL LEGENDS","GAME",142090,"5000000+","Everyone",4.4188406077966,4.64
"752",4257,NA,NA,4.25,"Short",92,14,3.27422091965833,"Negative","Neutral",-0.441642589615521,0.488516615920978,"Positive","Neutral",0.089196569845177,"2Date Dating App Love and matching","DATING",235313,"500000+","Everyone 10+",4.53259949315326,4.82
"1606",5586,NA,NA,4.39,"Long",231,30,3.48233285055931,"Positive","Neutral",0.510485204868381,0.608030755241381,"Positive","Positive",0.214581059923862,"ChatVideo Meet new people","DATING",1346433,"5000000+","Everyone 10+",5.44673737166631,4.42
"1789",6019,NA,NA,4.22,"Long",180,27,3.13710297202222,"Positive","Positive",-0.294020281180881,0.594905162475587,"Positive","Positive",0.026589935170512,"FINAL FANTASY BRAVE EXVIUS","GAME",3726573,"5000000+","Everyone",5.19849703126583,4.45
"1908",5607,NA,NA,4.42,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"BZWBK2 mobile","FINANCE",1378831,"1000000+","Teen",NA,4.68
"1660",2576,NA,NA,4.38,"Short",52,9,3.48997209562308,"Positive","Positive",-0.300791848856793,0.535877427996722,"Positive","Neutral",-0.394267281642733,"Gay Sugar Daddy Dating Hookup ?Sudy Gay","DATING",35404,"100000+","Everyone 10+",3.97029191355212,4.44
"748",6465,NA,NA,4.4,"Long",118,17,3.51302339502373,"Positive","Positive",0.358584639998181,0.450728816479389,"Positive","Positive",0.392016325974016,"Christian Dating For Free App","DATING",13016764,"500000+","Everyone 10+",4.77912349311153,4.41
"1990",4198,NA,NA,4.61,"Long",235,32,3.14616884028353,"Negative","Neutral",0.466274250754949,0.71114249726783,"Positive","Neutral",-0.0623485542163027,"Dude Perfect 2","GAME",242518,"10000000+","Teen",5.46383180502561,4.72
"709",400,NA,NA,4.13,"Short",80,10,3.45537726734098,"Negative","Negative",-0.0755179026279498,0.428159626656225,"Negative","Negative",-0.277554650716381,"Battlelands Royale","GAME",1436,"1000000+","Mature",4.39444915467244,4.61
"592",5161,NA,NA,4.55,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Angry Birds Classic","GAME",902433,"100000000+","Mature",NA,4.5
"103",5366,NA,NA,4.33,"Short",75,8,3.37419230501053,"Negative","Neutral",-0.254229637525909,0.493111973513961,"Positive","Neutral",-0.0218617421809109,"Block Puzzle","GAME",934943,"5000000+","Teen",4.33073334028633,4.8
"585",3282,NA,NA,4.44,"Long",129,19,3.28228204718053,"Negative","Negative",-0.234265072131146,0.654106391716477,"Negative","Neutral",-0.10038258354129,"Bubble Shooter Genies","GAME",83536,"5000000+","Teen",4.86753445045558,4.64
"1456",1190,NA,NA,4.59,"Long",477,66,3.23635654186047,"Negative","Negative",-0.0251040855797435,0.584808269259343,"Negative","Negative",-0.128779035886716,"Flow Free","FAMILY",9015,"100000000+","Teen",6.16961073249146,4.87
"554",3431,NA,NA,4.48,"Long",143,20,3.26971285320465,"Negative","Negative",0.580374286157481,0.715959511210387,"Negative","Neutral",-0.500230393880234,"Cooking Fever","GAME",123921,"100000000+","Teen",4.969813299576,4.45
"1470",2687,NA,NA,4.22,"Short",30,5,4.16298438478182,"Negative","Neutral",-0.128958957505803,0.214646844546295,"Negative","Neutral",-0.331905450907169,"C Programming","FAMILY",45386,"1000000+","Mature",3.43398720448515,4.74
"186",4102,NA,NA,4.31,"Short",55,11,3.35628032622105,"Negative","Neutral",-0.362806844043933,0.478423851918777,"Positive","Neutral",-0.0672978983510108,"Equestria Girls","FAMILY",217445,"10000000+","Teen",4.02535169073515,4.51
"1856",3048,NA,NA,4.35,"Short",90,12,3.68184167617778,"Positive","Neutral",-0.234204871264538,0.55854261401154,"Positive","Neutral",0.381564522968461,"Credit Sesame","FINANCE",66224,"1000000+","Teen",4.51085950651685,4.71
"1386",53,NA,NA,4.66,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Hay Day","FAMILY",168,"100000000+","Teen",NA,4.52
"2492",6378,NA,NA,4.55,"Short",16,1,8.49081062257778,"Negative","Neutral",0.0732778416076443,0.380267574076102,"Positive","Positive",-0.0279724696130703,"Asphalt 8 Airborne","GAME",12236559,"100000000+","Everyone",2.83321334405622,4.35
"87",3416,NA,NA,4.4,"Long",108,21,3.11809254524444,"Negative","Negative",-0.158050084337056,0.459996747269279,"Negative","Neutral",-0.0864867875057344,"Cooking Fever","GAME",121594,"100000000+","Mature",4.69134788222914,4.45
"2179",5450,NA,NA,4.43,"Short",44,7,3.87086361601818,"Positive","Positive",-0.152139864525916,0.540812503225468,"Positive","Positive",0.809195042250401,"Block Puzzle","GAME",1057700,"5000000+","Mature",3.80666248977032,4.8
"344",5308,NA,NA,4.62,"Short",79,11,3.4736628012557,"Positive","Positive",-0.0772987477478071,0.544425048488152,"Positive","Positive",0.93565166244703,"BBVA Compass Banking","FINANCE",761653,"500000+","Teen",4.38202663467388,4.78
"2123",1586,NA,NA,4.46,"Long",266,35,3.12724230982857,"Positive","Neutral",0.00105616043650453,0.715087591683014,"Negative","Neutral",0.134988995563754,"Baseball Boy","GAME",13879,"10000000+","Mature",5.58724865840025,4.55
"1472",5470,NA,NA,4.62,"Long",100,17,3.01368408242105,"Negative","Neutral",-0.250971827057722,0.54609447505348,"Positive","Neutral",-0.381061733114468,"Candy Crush Soda Saga","GAME",1382669,"100000000+","Teen",4.61512051684126,4.7
"1097",5334,NA,NA,4.38,"Long",451,74,2.95790810851101,"Negative","Neutral",-0.082009124286462,0.496952500299609,"Positive","Positive",0.158563157228683,"GoBank","FINANCE",797804,"500000+","Teen",6.11368217983223,4.55
"1367",2911,NA,NA,4.44,"Short",95,12,3.45231582377471,"Negative","Negative",0.442791843743239,0.300149747519312,"Negative","Neutral",0.0699363489900212,"Experian Free Credit Report","FINANCE",57913,"1000000+","Teen",4.56434819146784,4.69
"584",3731,NA,NA,4.54,"Long",130,24,3.11525289606154,"Positive","Positive",-0.0785683724925571,0.709707395564603,"Positive","Neutral",0.259627606070395,"Bank of America Mobile Banking","FINANCE",148310,"10000000+","Teen",4.87519732320115,4.73
"747",2736,NA,NA,4.34,"Short",44,12,3.427252709,"Negative","Neutral",-0.187862022738135,0.606790193318147,"Negative","Neutral",0.180037399822956,"FastMeet Chat Dating Love","DATING",47013,"1000000+","Everyone 10+",3.80666248977032,4.56
"1784",2176,NA,NA,4.48,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dino War Rise of Beasts","GAME",24796,"1000000+","Everyone",NA,4.75
"868",2553,NA,NA,4.46,"Short",99,13,3.53676870884849,"Positive","Positive",0.192124102050298,0.545205827667795,"Negative","Neutral",0.126956428354621,"BBW Dating Curvy Singles Chat LargeFriends","DATING",30689,"10000+","Everyone 10+",4.60517018598809,4.72
"2056",2420,NA,NA,4.52,"Short",48,7,3.67626113615833,"Positive","Neutral",0.867274776464123,0.616402507546065,"Negative","Neutral",-0.226540261427919,"1LINE ?One Line with One Touch","GAME",36356,"10000000+","Teen",3.89182029811063,4.5
"1830",5264,NA,NA,4.34,"Short",96,14,3.36325605190417,"Positive","Positive",0.249797979705789,0.54904343605631,"Positive","Positive",0.0637012673228912,"Honkai Impact 3rd","GAME",813239,"1000000+","Everyone",4.57471097850338,4.57
"1793",6036,NA,NA,4.44,"Short",106,14,3.35734991581887,"Positive","Positive",0.175374645910247,0.507716469791237,"Positive","Positive",-0.0127793638478604,"FINAL FANTASY BRAVE EXVIUS","GAME",3835214,"5000000+","Everyone",4.67282883446191,4.45
"269",4083,NA,NA,4.38,"Short",57,5,4.29608691827273,"Negative","Negative",-0.401651567353729,0.573581079505835,"Negative","Neutral",-0.209923564227749,"Angry Birds 2","FAMILY",238428,"100000000+","Teen",4.06044301054642,4.53
"1230",550,NA,NA,4.36,"Long",250,32,3.12926242175517,"Negative","Negative",0.535592471068265,0.674658564583247,"Negative","Negative",-0.352834237325649,"Blossom Blast Saga","GAME",2533,"10000000+","Teen",5.52545293913178,4.37
"1069",1607,NA,NA,4.52,"Long",599,77,3.21144924194639,"Negative","Negative",0.0115579071727232,0.709263481299752,"Negative","Negative",-0.265016248431165,"Helix Jump","GAME",16323,"100000000+","Teen",6.39692965521615,4.37
"1340",5511,NA,NA,4.5,"Short",35,5,4.01165085098462,"Negative","Negative",-0.112311171392959,0.44406901954863,"Positive","Positive",0.18340408794579,"Candy Crush Soda Saga","GAME",1496049,"100000000+","Teen",3.58351893845611,4.7
"1083",3976,NA,NA,4.42,"Short",90,13,3.56550289246038,"Negative","Negative",-0.117621869456589,0.587952609858627,"Positive","Neutral",-0.248139610575949,"Betterment","FINANCE",152995,"100000+","Mature",4.51085950651685,4.6
"1234",3996,NA,NA,4.57,"Long",94,16,3.49414106421111,"Negative","Neutral",0.198995097776567,0.647865022507444,"Positive","Neutral",-0.275935776817994,"Agario","GAME",221027,"100000000+","Teen",4.55387689160054,4.64
"719",891,NA,NA,4.31,"Long",225,40,2.93066536763868,"Negative","Negative",0.491868881803172,0.62526965933618,"Negative","Negative",-0.119421985747931,"Guns of Glory","GAME",4710,"10000000+","Mature",5.42053499927229,4.73
"2362",389,NA,NA,4.21,"Short",75,12,3.29360049476627,"Negative","Negative",0.176515930013126,0.386863368189191,"Negative","Negative",-0.403368955845349,"Battlelands Royale","GAME",1396,"1000000+","Mature",4.33073334028633,4.61
"2287",1726,NA,NA,4.26,"Long",94,15,3.22177098120851,"Positive","Neutral",-0.617199882583082,0.502804627854298,"Negative","Neutral",-0.40444728761457,"Bubble Shooter","GAME",16725,"10000000+","Teen",4.55387689160054,4.68
"2098",1666,NA,NA,4.29,"Short",121,14,3.43866323593333,"Negative","Negative",0.16308363851921,0.371898643750355,"Negative","Negative",-0.508433644184143,"Helix Jump","GAME",17630,"100000000+","Mature",4.80402104473326,4.37
"295",3819,NA,NA,4.13,"Short",89,11,3.282067665,"Negative","Negative",-0.205861827011133,0.427834134197774,"Positive","Neutral",0.237786423132267,"Cooking Madness A Chefs Restaurant Games","GAME",161712,"10000000+","Mature",4.49980967033027,4.4
"1898",1635,NA,NA,4.28,"Short",44,8,3.70309404525763,"Negative","Neutral",-0.272739588898756,0.471477284915473,"Negative","Negative",0.160664743767818,"Helix Jump","GAME",16926,"100000000+","Teen",3.80666248977032,4.37
"540",6571,NA,NA,4.22,"Short",40,6,3.84975600454118,"Negative","Negative",0.273776987234802,0.42563253089341,"Positive","Positive",-0.339326846823359,"Farm Fruit Pop Party Time","GAME",28100703,"1000000+","Teen",3.71357206670431,4.48
"950",1489,NA,NA,4.34,"Short",66,10,3.64851126225075,"Negative","Negative",0.00799762199133639,0.474056624668149,"Negative","Negative",-0.766486606700664,"DINO HUNTER DEADLY SHORES","GAME",13521,"10000000+","Everyone",4.20469261939097,4.54
"2174",5303,NA,NA,4.3,"Short",116,14,3.64040825407568,"Negative","Negative",-0.0405760406423834,0.582085706564753,"Positive","Positive",0.215363441554581,"BBVA Compass Banking","FINANCE",758238,"500000+","Mature",4.76217393479776,4.78
"1992",6410,NA,NA,4.39,"Long",83,16,3.21552087252048,"Positive","Neutral",0.652428819846564,0.474559518222924,"Positive","Positive",0.146019813506696,"Color Road","GAME",11043642,"10000000+","Mature",4.43081679884331,4.27
"1835",1452,NA,NA,4.46,"Short",48,8,3.41930083089655,"Negative","Negative",-0.323059166012553,0.565660799115461,"Negative","Negative",0.192810388471326,"DINO HUNTER DEADLY SHORES","GAME",12904,"10000000+","Everyone",3.89182029811063,4.54
"2015",6315,NA,NA,4.37,"Short",89,11,3.39530780566667,"Negative","Neutral",-0.167181573393564,0.367410232801091,"Positive","Positive",0.238432615749465,"Digit Save Money Automatically","FINANCE",6359661,"100000+","Mature",4.49980967033027,4.63
"345",6105,NA,NA,4.57,"Long",95,15,3.05799614592632,"Positive","Positive",0.24036901640009,0.822913930567463,"Positive","Positive",0.505069781221691,"Fruits Bomb","GAME",4045542,"10000000+","Mature",4.56434819146784,4.36
"896",5144,NA,NA,4.39,"Long",440,59,3.1118410805565,"Negative","Negative",-0.726934710610579,0.471293407730321,"Positive","Neutral",-0.0399759700542406,"Garena Free Fire","GAME",882230,"100000000+","Everyone",6.08904487544685,4.63
"2540",5282,NA,NA,4.34,"Short",134,14,3.72359138396,"Negative","Negative",0.589708840141116,0.410888836784558,"Positive","Neutral",-0.0212377733987321,"Honkai Impact 3rd","GAME",828838,"1000000+","Everyone",4.90527477843843,4.57
"2246",6426,NA,NA,4.24,"Long",131,16,3.15653606160755,"Positive","Neutral",-0.42974403259101,0.529433113856268,"Positive","Positive",0.804329449509512,"Color Road","GAME",12271559,"10000000+","Teen",4.88280192258637,4.27
"2321",2888,NA,NA,4.5,"Long",121,16,3.24681176985812,"Negative","Negative",-0.129814632232389,0.512339181505879,"Negative","Neutral",0.18344064604329,"Clash Royale","FAMILY",79780,"100000000+","Mature",4.80402104473326,4.47
"1160",228,NA,NA,4.32,"Long",72,15,3.50478236587826,"Negative","Negative",0.0767886182131329,0.378393511068828,"Negative","Negative",0.00556914970224188,"Color by Number Draw Sandbox Pixel Art","FAMILY",657,"1000000+","Teen",4.29045944114839,4.35
"228",2676,NA,NA,4.4,"Short",24,4,4.5340636067,"Positive","Positive",-0.1922344839736,0.501288757047548,"Positive","Neutral",0.294639556273527,"C Programming","FAMILY",44982,"1000000+","Mature",3.2188758248682,4.74
"923",2479,NA,NA,4.42,"Long",242,39,2.9210837167583,"Negative","Neutral",0.308708028280179,0.50991431558069,"Negative","Neutral",-0.170843656660281,"GUNSHIP BATTLE Helicopter 3D","GAME",44100,"50000000+","Everyone",5.49306144334055,4.71
"2124",4309,NA,NA,4.35,"Long",127,16,3.18799507346542,"Negative","Negative",-0.144143045384238,0.645936462258992,"Negative","Neutral",0.491156230574179,"Extreme Racing 2 Real driving RC cars game","FAMILY",221861,"500000+","Teen",4.85203026391962,4.52
"780",3106,NA,NA,4.63,"Long",157,21,3.16503448834483,"Negative","Negative",0.262020628163164,0.658172151407824,"Negative","Negative",0.0714308012127566,"Hily Dating Chat Match Meet Hook up","DATING",62495,"100000+","Everyone 10+",5.06259503302697,4.7
"2036",185,NA,NA,4.35,"Short",55,12,3.36869072670968,"Negative","Neutral",0.0296351717735936,0.485071994824115,"Negative","Negative",-0.0616053033957273,"Color by Number Draw Sandbox Pixel Art","FAMILY",498,"1000000+","Teen",4.02535169073515,4.35
"974",4734,NA,NA,4.23,"Long",302,43,3.05936461753642,"Positive","Positive",0.783239165993421,0.902189626627327,"Positive","Positive",0.155317971416694,"95Live SG1 Live Streaming App","DATING",362516,"1000000+","Everyone",5.71373280550937,4.49
"1238",797,NA,NA,4.45,"Long",93,16,3.274618144,"Negative","Negative",0.207553894478414,0.465001945775088,"Negative","Negative",-0.141753586459461,"Bad Piggies","FAMILY",4297,"50000000+","Teen",4.54329478227,4.56
"121",2725,NA,NA,4.36,"Long",77,17,3.07629197173061,"Negative","Negative",-0.52563457754081,0.480119022142419,"Negative","Neutral",0.103318676631269,"Candy Crush Saga","FAMILY",65849,"500000000+","Teen",4.35670882668959,4.43
"1511",781,NA,NA,4.41,"Short",104,14,3.41156149755185,"Negative","Negative",0.479167326027701,0.548288288047085,"Negative","Negative",0.206828199888827,"Bad Piggies","FAMILY",4173,"50000000+","Mature",4.65396035015752,4.56
"2031",4718,NA,NA,4.34,"Long",127,18,3.36861960424409,"Positive","Positive",0.279018952698085,0.691189294495987,"Positive","Positive",-0.261604010133709,"Fortune City A Finance App","FINANCE",399799,"500000+","Teen",4.85203026391962,4.83
"909",1970,NA,NA,4.24,"Short",61,5,4.12158863477895,"Negative","Negative",0.031922915088247,0.327946852798016,"Negative","Neutral",-0.0114347982773965,"Gems or jewels ","GAME",22415,"10000000+","Everyone",4.12713438504509,4.76
"288",4210,NA,NA,4.49,"Long",359,56,3.1543342361942,"Negative","Neutral",0.0626121980630563,0.503140764043161,"Positive","Neutral",0.48592621502139,"Dude Perfect 2","GAME",245201,"10000000+","Teen",5.88610403145016,4.72
"2259",704,NA,NA,4.46,"Short",67,8,3.72567400162308,"Negative","Negative",-0.342492189123384,0.12570752161253,"Negative","Negative",0.306077023939013,"Educational Games  Kids","FAMILY",2824,"5000000+","Teen",4.21950770517611,4.52
"2119",5485,NA,NA,4.27,"Long",204,28,3.22329853180851,"Negative","Negative",-0.135983439544823,0.543388020485753,"Positive","Positive",-0.294186091264805,"Candy Crush Soda Saga","GAME",1416589,"100000000+","Teen",5.32300997913841,4.7
"352",5816,NA,NA,4.37,"Short",27,5,3.61539577274815,"Positive","Positive",-0.170626428565922,0.450215320416474,"Positive","Positive",0.163604699258332,"Educational Games for Kids","FAMILY",1842414,"1000000+","Teen",3.3322045101752,4.61
"392",5676,NA,NA,4.54,"Short",31,5,3.49422620810968,"Positive","Positive",0.148723197408929,0.36085194816095,"Positive","Positive",0.882990942955353,"Barbie?Fashion Closet","GAME",1590058,"10000000+","Mature",3.46573590279973,4.51
"562",1125,NA,NA,4.24,"Long",171,20,3.46860264388428,"Negative","Negative",-0.456450016105272,0.456179907919114,"Negative","Negative",-0.373198798398997,"Candy Pop Story","FAMILY",6449,"1000000+","Teen",5.14749447681345,4.62
"1564",1348,NA,NA,4.41,"Long",115,16,3.4412217197697,"Negative","Negative",0.075021262612479,0.445013338660909,"Negative","Negative",0.341745776845412,"Cat Sim Online Play with Cats","FAMILY",10034,"5000000+","Mature",4.75359019110636,4.56
"2553",1440,NA,NA,4.37,"Short",21,6,3.88177230088571,"Negative","Negative",-0.0665476506096262,0.307571914042435,"Negative","Negative",-0.381297244382784,"DINO HUNTER DEADLY SHORES","GAME",12607,"10000000+","Everyone",3.09104245335832,4.54
"1772",3623,NA,NA,4.68,"Short",51,5,3.8021463571027,"Negative","Negative",-0.192416297271871,0.421991738592731,"Negative","Neutral",-0.0548272644080031,"DRAGON BALL LEGENDS","GAME",133822,"5000000+","Everyone",3.95124371858143,4.64
"314",4176,NA,NA,4.4,"Long",163,26,3.23826803277317,"Negative","Neutral",-0.219735311073904,0.472085466441524,"Positive","Neutral",-0.169947634175282,"Dude Perfect 2","GAME",237366,"10000000+","Teen",5.0998664278242,4.72
"55",5371,NA,NA,4.24,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Block Puzzle","GAME",938039,"5000000+","Teen",NA,4.8
"2377",997,NA,NA,4.24,"Short",18,7,3.58827075764706,"Negative","Negative",0.127859306991173,0.476071827145885,"Negative","Negative",-0.258027763769696,"BBW Dating Plus Size Chat","DATING",5092,"1000000+","Everyone 10+",2.94443897916644,4.77
"1035",114,NA,NA,4.4,"Short",88,13,3.1999706742,"Negative","Negative",-0.393614887470047,0.161024109417403,"Negative","Negative",-0.50034357432693,"Hello Stars","GAME",306,"10000000+","Teen",4.48863636973214,4.71
"2328",1505,NA,NA,4.43,"Long",99,15,3.48695205449159,"Negative","Neutral",0.137653640053226,0.493933200825481,"Negative","Negative",0.521139815662351,"Color by Number ?New Coloring Book","GAME",12224,"5000000+","Mature",4.60517018598809,4.36
"2042",58,NA,NA,4.21,"Short",50,10,3.46025853368462,"Negative","Negative",-0.320573113485972,0.390398737672857,"Negative","Negative",-0.486361028509645,"Hay Day","FAMILY",200,"100000000+","Mature",3.93182563272433,4.52
"2419",2759,NA,NA,4.29,"Short",106,14,3.38275283117778,"Negative","Neutral",-0.168240460612588,0.622341347198296,"Negative","Neutral",0.23876733354831,"FastMeet Chat Dating Love","DATING",48555,"1000000+","Everyone 10+",4.67282883446191,4.56
"797",3107,NA,NA,4.21,"Long",138,19,3.1360887084,"Positive","Neutral",0.125618968032447,0.52048636325595,"Negative","Neutral",-0.420989112422109,"Hily Dating Chat Match Meet Hook up","DATING",62734,"100000+","Everyone 10+",4.93447393313069,4.7
"994",1467,NA,NA,4.67,"Short",31,8,3.7375958184898,"Negative","Negative",-0.437550959284431,0.421478306808613,"Negative","Negative",0.295427916345008,"DINO HUNTER DEADLY SHORES","GAME",13147,"10000000+","Everyone",3.46573590279973,4.54
"2541",2170,NA,NA,4.32,"Short",103,11,3.37729999131084,"Negative","Negative",0.277350571180513,0.480387402889479,"Negative","Negative",-0.292147393932416,"Dino War Rise of Beasts","GAME",24692,"1000000+","Everyone",4.64439089914137,4.75
"1266",1546,NA,NA,4.19,"Short",81,10,3.20392612179298,"Negative","Negative",0.460248504834543,0.510375720665229,"Negative","Negative",-0.493839782790401,"BankMobile Vibe App","FINANCE",11599,"1000000+","Teen",4.40671924726425,4.62
"1273",735,NA,NA,4.36,"Short",101,12,3.50316232344138,"Negative","Negative",0.13066642507721,0.43710657428503,"Negative","Negative",-0.0799993046841885,"Bad Piggies","FAMILY",3792,"50000000+","Teen",4.62497281328427,4.56
"501",1762,NA,NA,4.33,"Long",133,26,3.05834531605612,"Negative","Negative",0.454503280725791,0.507896648849497,"Negative","Negative",-0.589899680182789,"Bubble Shooter","GAME",17406,"10000000+","Mature",4.89783979995091,4.68
"1271",3870,NA,NA,4.38,"Long",78,16,3.15437915291919,"Negative","Negative",-0.54313662345309,0.605901821213399,"Negative","Neutral",0.63971749998344,"Checkers вп","FAMILY",136692,"1000000+","Mature",4.36944785246702,4.36
"1080",6067,NA,NA,4.18,"Long",111,15,3.37270045613763,"Negative","Neutral",-0.218565458433222,0.648048555242084,"Positive","Positive",-0.104753440917939,"Fruits Bomb","GAME",3768732,"10000000+","Teen",4.71849887129509,4.36
