Id,AgeReviewer,GenderReviewer,RevRating,RevType,RevLen,WordCount,AvgWordLen,SentiG2,SentiG3,SentiGPol,SentiGSub,SentiR2,SentiR3,SentiRPol,App,AppCat,nReviews,nInstalls,ContRating,lRevLen,AppRating
520,NA,NA,4.33,Long,112,18,2.953701903,Negative,Negative,-0.010082383,0.452903531,Positive,Neutral,0.148552555,BBVA Compass Banking,FINANCE,775329,500000+,Mature,4.727387819,4.78
521,NA,NA,4.63,Long,150,22,2.864867559,Negative,Negative,0.775377664,0.547833049,Positive,Neutral,-0.253006172,Bualuang mBanking,FINANCE,338401,5000000+,Teen,5.017279837,4.58
522,NA,NA,4.28,Long,337,46,2.913096261,Negative,Negative,-0.369444244,0.332061933,Negative,Negative,-0.982787627,Guns of Glory,GAME,4866,10000000+,Mature,5.823045895,4.73
523,NA,NA,4.35,Short,61,9,3.311919754,Positive,Positive,-1,0.740052262,Negative,Neutral,0.054550267,FastMeet Chat Dating Love,DATING,47754,1000000+,Everyone 10+,4.127134385,4.56
524,NA,NA,4.24,Long,103,15,3.297391064,Negative,Negative,0.551633649,0.345276882,Negative,Negative,-0.398860209,Helix Jump,GAME,18160,100000000+,Teen,4.644390899,4.37
525,NA,NA,4.37,Long,278,40,2.937209311,Negative,Negative,-0.212850265,0.502825663,Negative,Negative,0.373910442,Farming Simulator 18,GAME,23222,100000+,Mature,5.631211782,4.3
526,NA,NA,4.33,Long,430,67,3.05512741,Positive,Neutral,-0.073445451,0.463826785,Positive,Positive,0.222976246,GoBank,FINANCE,798100,500000+,Teen,6.06610809,4.55
527,NA,NA,4.52,Long,159,22,3.166362361,Negative,Negative,0.051609497,0.61650145,Positive,Neutral,-0.066281248,Citibanamex Movil,FINANCE,576529,5000000+,Teen,5.075173815,4.51
528,NA,NA,4.27,Short,44,7,3.964582155,Negative,Negative,0.303843309,0.343525656,Positive,Neutral,0.058362172,Barbie Magical Fashion,FAMILY,116746,10000000+,Teen,3.80666249,4.61
529,NA,NA,4.21,Short,47,6,3.798379747,Positive,Positive,-0.228330296,0.508551205,Positive,Positive,0.309658313,BiggerCity Chat for gay bears chubs chasers,DATING,18627030,100000+,Everyone 10+,3.871201011,4.57
530,NA,NA,4.34,Short,52,8,3.573775247,Negative,Negative,-0.097187273,0.301357724,Negative,Neutral,0.296053384,Amex Mobile,FINANCE,63780,1000000+,Teen,3.970291914,4.51
531,NA,NA,4.31,Short,64,10,3.379771625,Positive,Positive,-0.148718221,0.458044156,Positive,Positive,0.583036905,Fruits Bomb,GAME,3981093,10000000+,Mature,4.17438727,4.36
532,NA,NA,4.35,Long,108,17,3.159954723,Positive,Neutral,-0.075123077,0.638727182,Negative,Neutral,-0.52236804,Experian Free Credit Report,FINANCE,57173,1000000+,Mature,4.691347882,4.69
533,NA,NA,4.14,Short,11,2,6.383327334,Negative,Negative,0.049400493,0.414967704,Negative,Negative,-0.815639657,Candy Smash,FAMILY,2489,1000000+,Mature,2.48490665,4.52
534,NA,NA,4.56,Short,44,7,4.154133619,Positive,Neutral,-0.925408132,0.791469641,Positive,Positive,0.135083682,Hinge Dating Relationships,DATING,4568239,500000+,Everyone 10+,3.80666249,4.58
535,NA,NA,4.27,Long,159,24,3.147297877,Positive,Neutral,0.253615277,0.63915883,Positive,Neutral,0.582643633,Garden Fruit Legend,FAMILY,258194,500000+,Teen,5.075173815,4.6
536,NA,NA,4.38,Short,15,4,3.914828874,Negative,Negative,-0.380752949,0.523445126,Negative,Negative,0.116825644,DreamWorks Friends,FAMILY,826,100000+,Mature,2.772588722,4.5
537,NA,NA,4.47,Short,69,7,4.064170546,Negative,Negative,0.432523396,0.626402173,Negative,Negative,0.13045665,DINO HUNTER DEADLY SHORES,GAME,12627,10000000+,Everyone,4.248495242,4.54
538,NA,NA,4.14,Short,64,8,3.67699366,Negative,Negative,0.141275966,0.450660872,Positive,Neutral,-0.526555461,Angry Birds Classic,GAME,906687,100000000+,Mature,4.17438727,4.5
539,NA,NA,4.23,Long,130,23,2.953822159,Positive,Neutral,0.36544818,0.560115099,Positive,Neutral,-0.039729758,Crossy Road,GAME,351879,100000000+,Mature,4.875197323,4.54
540,NA,NA,4.25,Short,41,9,3.467329242,Negative,Negative,0.151854425,0.416102461,Negative,Negative,0.205597405,Free Dating Hook Up Messenger,DATING,2313,100000+,Everyone 10+,3.737669618,4.58
541,NA,NA,4.38,Short,25,4,4.186318677,Negative,Neutral,0.155887085,0.372324915,Positive,Neutral,-0.345541758,Dog Run Pet Dog Simulator,GAME,355126,10000000+,Mature,3.258096538,4.52
542,NA,NA,4.72,Long,153,22,3.24295157,Positive,Neutral,-0.31370444,0.518147507,Positive,Neutral,0.812337172,Crossy Road,GAME,355380,100000000+,Mature,5.036952602,4.54
543,NA,NA,4.43,Short,64,9,3.634957,Negative,Negative,-0.109437702,0.458268081,Positive,Positive,0.117816205,Block Puzzle,GAME,938039,5000000+,Teen,4.17438727,4.8
544,NA,NA,4.63,Short,34,6,3.795209199,Positive,Positive,-0.33253892,0.321104176,Positive,Neutral,0.330948149,Crossy Road,GAME,337747,100000000+,Teen,3.555348061,4.54
545,NA,NA,4.26,Short,55,7,3.671214249,Negative,Negative,-0.485180554,0.483006869,Positive,Neutral,-0.043295652,Dragon Hills,GAME,157259,10000000+,Mature,4.025351691,4.45
546,NA,NA,4.49,Long,242,42,3.062835454,Negative,Negative,0.698215545,0.265406067,Negative,Neutral,-0.191405067,GUNSHIP BATTLE Helicopter 3D,GAME,44116,50000000+,Everyone,5.493061443,4.71
547,NA,NA,4.5,Long,922,121,2.969135357,Positive,Positive,0.010338923,0.729524076,Positive,Positive,0.03125395,Dude Perfect 2,GAME,249375,10000000+,Teen,6.827629235,4.72
548,NA,NA,4.37,Long,138,20,3.315189722,Positive,Neutral,0.190375717,0.573622959,Positive,Positive,0.010304295,Chapters Interactive Stories,GAME,2853615,1000000+,Everyone 10+,4.934473933,4.53
549,NA,NA,4.44,Short,48,8,3.511078684,Negative,Negative,0.08890356,0.428755041,Negative,Negative,0.134978138,Baby Panda Care,FAMILY,1749,10000000+,Mature,3.891820298,4.54
550,NA,NA,4.54,Short,110,13,3.419777289,Negative,Negative,-0.380172498,0.443920094,Negative,Negative,0.414924629,Battlelands Royale,GAME,1519,1000000+,Mature,4.709530201,4.61
551,NA,NA,4.4,Long,126,15,3.371591246,Negative,Negative,0.048087321,0.480312736,Negative,Negative,-0.048509897,Bad Piggies,FAMILY,4156,50000000+,Teen,4.844187086,4.56
552,NA,NA,4.12,Long,126,21,3.251734363,Negative,Negative,-0.31458254,0.359971011,Negative,Negative,-0.03937958,Candy Pop Story,FAMILY,6796,1000000+,Mature,4.844187086,4.62
553,NA,NA,4.28,Long,196,29,2.990197678,Positive,Neutral,-0.456539155,0.48092578,Positive,Neutral,-0.261538788,Hide App Private Dating Safe Chat PrivacyHider,DATING,134676,1000000+,Teen,5.283203729,4.57
554,NA,NA,4.35,Short,43,3,4.523394911,Positive,Positive,0.229942745,0.410956513,Positive,Positive,0.345013781,Baby ABC in box Kids alphabet games for toddlers,FAMILY,68034537,1000000+,Mature,3.784189634,4.61
555,NA,NA,4.13,Short,93,12,3.577316019,Positive,Neutral,-0.129630213,0.443090169,Positive,Positive,0.04527646,Herpes Dating 1000K Singles,DATING,2489420,10000+,Everyone 10+,4.543294782,4.63
556,NA,NA,4.47,Short,71,8,4.190487483,Positive,Positive,-0.112754499,0.562781813,Positive,Positive,0.175069631,Free Dating App Flirt Chat Cheers,DATING,1149070,10000+,Everyone 10+,4.276666119,4.61
557,NA,NA,4.29,Long,129,18,3.424932276,Negative,Negative,0.248082814,0.534432339,Positive,Neutral,0.36229999,Candy Crush Soda Saga,GAME,1386813,100000000+,Mature,4.86753445,4.7
558,NA,NA,4.46,Long,324,46,3.272509408,Negative,Negative,-0.070158319,0.423913727,Positive,Neutral,0.001663131,DRAGON BALL LEGENDS,GAME,131722,5000000+,Everyone,5.783825182,4.64
559,NA,NA,4.4,Long,185,26,2.979373806,Positive,Neutral,-0.251269654,0.662095922,Positive,Positive,0.382024744,Fruits Bomb,GAME,4086617,10000000+,Teen,5.225746674,4.36
560,NA,NA,4.27,Short,41,4,3.881470567,Negative,Negative,-0.626228951,0.502871182,Negative,Neutral,0.30476101,Crossy Road,GAME,331889,100000000+,Teen,3.737669618,4.54
561,NA,NA,4.5,Long,84,15,3.298465737,Negative,Negative,0.069427969,0.536632515,Negative,Negative,-0.83550974,Bad Piggies,FAMILY,4237,50000000+,Mature,4.442651256,4.56
562,NA,NA,4.33,Short,58,7,4.251835669,Negative,Negative,-0.174773548,0.317498354,Positive,Neutral,0.403518196,Angry Birds 2,FAMILY,242828,100000000+,Teen,4.077537444,4.53
563,NA,NA,4.6,Long,133,21,3.188541732,Negative,Neutral,0.391267093,0.498587057,Positive,Neutral,0.385482684,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,372246,10000000+,Teen,4.8978398,4.61
564,NA,NA,4.43,Long,116,15,3.446816966,Negative,Negative,-0.46588248,0.707801572,Positive,Neutral,-0.295745077,Citibanamex Movil,FINANCE,553501,5000000+,Teen,4.762173935,4.51
565,NA,NA,4.49,Short,8,2,6.660541036,Positive,Positive,0.043961428,0.405403253,Positive,Positive,-0.299906747,Educational Games for Kids,FAMILY,1807557,1000000+,Teen,2.197224577,4.61
566,NA,NA,4.36,Long,154,25,3.171410265,Positive,Positive,-0.021789614,0.566891694,Positive,Positive,0.451378103,Agario,GAME,230975,100000000+,Teen,5.043425117,4.64
567,NA,NA,4.21,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Cougar Dating Life Date Older Women Sugar Mummy,DATING,16111,500000+,Everyone 10+,NA,4.33
568,NA,NA,4.65,Short,82,12,3.47767226,Positive,Neutral,-0.121056193,0.499049695,Positive,Neutral,0.225068194,DRAGON BALL LEGENDS,GAME,142090,5000000+,Everyone,4.418840608,4.64
569,NA,NA,4.25,Short,92,14,3.27422092,Negative,Neutral,-0.44164259,0.488516616,Positive,Neutral,0.08919657,2Date Dating App Love and matching,DATING,235313,500000+,Everyone 10+,4.532599493,4.82
570,NA,NA,4.39,Long,231,30,3.482332851,Positive,Neutral,0.510485205,0.608030755,Positive,Positive,0.21458106,ChatVideo Meet new people,DATING,1346433,5000000+,Everyone 10+,5.446737372,4.42
571,NA,NA,4.22,Long,180,27,3.137102972,Positive,Positive,-0.294020281,0.594905162,Positive,Positive,0.026589935,FINAL FANTASY BRAVE EXVIUS,GAME,3726573,5000000+,Everyone,5.198497031,4.45
572,NA,NA,4.42,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,BZWBK2 mobile,FINANCE,1378831,1000000+,Teen,NA,4.68
573,NA,NA,4.38,Short,52,9,3.489972096,Positive,Positive,-0.300791849,0.535877428,Positive,Neutral,-0.394267282,Gay Sugar Daddy Dating Hookup ?Sudy Gay,DATING,35404,100000+,Everyone 10+,3.970291914,4.44
574,NA,NA,4.4,Long,118,17,3.513023395,Positive,Positive,0.35858464,0.450728816,Positive,Positive,0.392016326,Christian Dating For Free App,DATING,13016764,500000+,Everyone 10+,4.779123493,4.41
575,NA,NA,4.61,Long,235,32,3.14616884,Negative,Neutral,0.466274251,0.711142497,Positive,Neutral,-0.062348554,Dude Perfect 2,GAME,242518,10000000+,Teen,5.463831805,4.72
576,NA,NA,4.13,Short,80,10,3.455377267,Negative,Negative,-0.075517903,0.428159627,Negative,Negative,-0.277554651,Battlelands Royale,GAME,1436,1000000+,Mature,4.394449155,4.61
577,NA,NA,4.55,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Angry Birds Classic,GAME,902433,100000000+,Mature,NA,4.5
578,NA,NA,4.33,Short,75,8,3.374192305,Negative,Neutral,-0.254229638,0.493111974,Positive,Neutral,-0.021861742,Block Puzzle,GAME,934943,5000000+,Teen,4.33073334,4.8
579,NA,NA,4.44,Long,129,19,3.282282047,Negative,Negative,-0.234265072,0.654106392,Negative,Neutral,-0.100382584,Bubble Shooter Genies,GAME,83536,5000000+,Teen,4.86753445,4.64
580,NA,NA,4.59,Long,477,66,3.236356542,Negative,Negative,-0.025104086,0.584808269,Negative,Negative,-0.128779036,Flow Free,FAMILY,9015,100000000+,Teen,6.169610732,4.87
581,NA,NA,4.48,Long,143,20,3.269712853,Negative,Negative,0.580374286,0.715959511,Negative,Neutral,-0.500230394,Cooking Fever,GAME,123921,100000000+,Teen,4.9698133,4.45
582,NA,NA,4.22,Short,30,5,4.162984385,Negative,Neutral,-0.128958958,0.214646845,Negative,Neutral,-0.331905451,C Programming,FAMILY,45386,1000000+,Mature,3.433987204,4.74
583,NA,NA,4.31,Short,55,11,3.356280326,Negative,Neutral,-0.362806844,0.478423852,Positive,Neutral,-0.067297898,Equestria Girls,FAMILY,217445,10000000+,Teen,4.025351691,4.51
584,NA,NA,4.35,Short,90,12,3.681841676,Positive,Neutral,-0.234204871,0.558542614,Positive,Neutral,0.381564523,Credit Sesame,FINANCE,66224,1000000+,Teen,4.510859507,4.71
585,NA,NA,4.66,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Hay Day,FAMILY,168,100000000+,Teen,NA,4.52
586,NA,NA,4.55,Short,16,1,8.490810623,Negative,Neutral,0.073277842,0.380267574,Positive,Positive,-0.02797247,Asphalt 8 Airborne,GAME,12236559,100000000+,Everyone,2.833213344,4.35
587,NA,NA,4.4,Long,108,21,3.118092545,Negative,Negative,-0.158050084,0.459996747,Negative,Neutral,-0.086486788,Cooking Fever,GAME,121594,100000000+,Mature,4.691347882,4.45
588,NA,NA,4.43,Short,44,7,3.870863616,Positive,Positive,-0.152139865,0.540812503,Positive,Positive,0.809195042,Block Puzzle,GAME,1057700,5000000+,Mature,3.80666249,4.8
589,NA,NA,4.62,Short,79,11,3.473662801,Positive,Positive,-0.077298748,0.544425048,Positive,Positive,0.935651662,BBVA Compass Banking,FINANCE,761653,500000+,Teen,4.382026635,4.78
590,NA,NA,4.46,Long,266,35,3.12724231,Positive,Neutral,0.00105616,0.715087592,Negative,Neutral,0.134988996,Baseball Boy,GAME,13879,10000000+,Mature,5.587248658,4.55
591,NA,NA,4.62,Long,100,17,3.013684082,Negative,Neutral,-0.250971827,0.546094475,Positive,Neutral,-0.381061733,Candy Crush Soda Saga,GAME,1382669,100000000+,Teen,4.615120517,4.7
592,NA,NA,4.38,Long,451,74,2.957908109,Negative,Neutral,-0.082009124,0.4969525,Positive,Positive,0.158563157,GoBank,FINANCE,797804,500000+,Teen,6.11368218,4.55
593,NA,NA,4.44,Short,95,12,3.452315824,Negative,Negative,0.442791844,0.300149748,Negative,Neutral,0.069936349,Experian Free Credit Report,FINANCE,57913,1000000+,Teen,4.564348191,4.69
594,NA,NA,4.54,Long,130,24,3.115252896,Positive,Positive,-0.078568372,0.709707396,Positive,Neutral,0.259627606,Bank of America Mobile Banking,FINANCE,148310,10000000+,Teen,4.875197323,4.73
595,NA,NA,4.34,Short,44,12,3.427252709,Negative,Neutral,-0.187862023,0.606790193,Negative,Neutral,0.1800374,FastMeet Chat Dating Love,DATING,47013,1000000+,Everyone 10+,3.80666249,4.56
596,NA,NA,4.48,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Dino War Rise of Beasts,GAME,24796,1000000+,Everyone,NA,4.75
597,NA,NA,4.46,Short,99,13,3.536768709,Positive,Positive,0.192124102,0.545205828,Negative,Neutral,0.126956428,BBW Dating Curvy Singles Chat LargeFriends,DATING,30689,10000+,Everyone 10+,4.605170186,4.72
598,NA,NA,4.52,Short,48,7,3.676261136,Positive,Neutral,0.867274776,0.616402508,Negative,Neutral,-0.226540261,1LINE ?One Line with One Touch,GAME,36356,10000000+,Teen,3.891820298,4.5
599,NA,NA,4.34,Short,96,14,3.363256052,Positive,Positive,0.24979798,0.549043436,Positive,Positive,0.063701267,Honkai Impact 3rd,GAME,813239,1000000+,Everyone,4.574710979,4.57
600,NA,NA,4.44,Short,106,14,3.357349916,Positive,Positive,0.175374646,0.50771647,Positive,Positive,-0.012779364,FINAL FANTASY BRAVE EXVIUS,GAME,3835214,5000000+,Everyone,4.672828834,4.45
601,NA,NA,4.38,Short,57,5,4.296086918,Negative,Negative,-0.401651567,0.57358108,Negative,Neutral,-0.209923564,Angry Birds 2,FAMILY,238428,100000000+,Teen,4.060443011,4.53
602,NA,NA,4.36,Long,250,32,3.129262422,Negative,Negative,0.535592471,0.674658565,Negative,Negative,-0.352834237,Blossom Blast Saga,GAME,2533,10000000+,Teen,5.525452939,4.37
603,NA,NA,4.52,Long,599,77,3.211449242,Negative,Negative,0.011557907,0.709263481,Negative,Negative,-0.265016248,Helix Jump,GAME,16323,100000000+,Teen,6.396929655,4.37
604,NA,NA,4.5,Short,35,5,4.011650851,Negative,Negative,-0.112311171,0.44406902,Positive,Positive,0.183404088,Candy Crush Soda Saga,GAME,1496049,100000000+,Teen,3.583518938,4.7
605,NA,NA,4.42,Short,90,13,3.565502892,Negative,Negative,-0.117621869,0.58795261,Positive,Neutral,-0.248139611,Betterment,FINANCE,152995,100000+,Mature,4.510859507,4.6
606,NA,NA,4.57,Long,94,16,3.494141064,Negative,Neutral,0.198995098,0.647865023,Positive,Neutral,-0.275935777,Agario,GAME,221027,100000000+,Teen,4.553876892,4.64
607,NA,NA,4.31,Long,225,40,2.930665368,Negative,Negative,0.491868882,0.625269659,Negative,Negative,-0.119421986,Guns of Glory,GAME,4710,10000000+,Mature,5.420534999,4.73
608,NA,NA,4.21,Short,75,12,3.293600495,Negative,Negative,0.17651593,0.386863368,Negative,Negative,-0.403368956,Battlelands Royale,GAME,1396,1000000+,Mature,4.33073334,4.61
609,NA,NA,4.26,Long,94,15,3.221770981,Positive,Neutral,-0.617199883,0.502804628,Negative,Neutral,-0.404447288,Bubble Shooter,GAME,16725,10000000+,Teen,4.553876892,4.68
610,NA,NA,4.29,Short,121,14,3.438663236,Negative,Negative,0.163083639,0.371898644,Negative,Negative,-0.508433644,Helix Jump,GAME,17630,100000000+,Mature,4.804021045,4.37
611,NA,NA,4.13,Short,89,11,3.282067665,Negative,Negative,-0.205861827,0.427834134,Positive,Neutral,0.237786423,Cooking Madness A Chefs Restaurant Games,GAME,161712,10000000+,Mature,4.49980967,4.4
612,NA,NA,4.28,Short,44,8,3.703094045,Negative,Neutral,-0.272739589,0.471477285,Negative,Negative,0.160664744,Helix Jump,GAME,16926,100000000+,Teen,3.80666249,4.37
613,NA,NA,4.22,Short,40,6,3.849756005,Negative,Negative,0.273776987,0.425632531,Positive,Positive,-0.339326847,Farm Fruit Pop Party Time,GAME,28100703,1000000+,Teen,3.713572067,4.48
614,NA,NA,4.34,Short,66,10,3.648511262,Negative,Negative,0.007997622,0.474056625,Negative,Negative,-0.766486607,DINO HUNTER DEADLY SHORES,GAME,13521,10000000+,Everyone,4.204692619,4.54
615,NA,NA,4.3,Short,116,14,3.640408254,Negative,Negative,-0.040576041,0.582085707,Positive,Positive,0.215363442,BBVA Compass Banking,FINANCE,758238,500000+,Mature,4.762173935,4.78
616,NA,NA,4.39,Long,83,16,3.215520873,Positive,Neutral,0.65242882,0.474559518,Positive,Positive,0.146019814,Color Road,GAME,11043642,10000000+,Mature,4.430816799,4.27
617,NA,NA,4.46,Short,48,8,3.419300831,Negative,Negative,-0.323059166,0.565660799,Negative,Negative,0.192810388,DINO HUNTER DEADLY SHORES,GAME,12904,10000000+,Everyone,3.891820298,4.54
618,NA,NA,4.37,Short,89,11,3.395307806,Negative,Neutral,-0.167181573,0.367410233,Positive,Positive,0.238432616,Digit Save Money Automatically,FINANCE,6359661,100000+,Mature,4.49980967,4.63
619,NA,NA,4.57,Long,95,15,3.057996146,Positive,Positive,0.240369016,0.822913931,Positive,Positive,0.505069781,Fruits Bomb,GAME,4045542,10000000+,Mature,4.564348191,4.36
620,NA,NA,4.39,Long,440,59,3.111841081,Negative,Negative,-0.726934711,0.471293408,Positive,Neutral,-0.03997597,Garena Free Fire,GAME,882230,100000000+,Everyone,6.089044875,4.63
621,NA,NA,4.34,Short,134,14,3.723591384,Negative,Negative,0.58970884,0.410888837,Positive,Neutral,-0.021237773,Honkai Impact 3rd,GAME,828838,1000000+,Everyone,4.905274778,4.57
622,NA,NA,4.24,Long,131,16,3.156536062,Positive,Neutral,-0.429744033,0.529433114,Positive,Positive,0.80432945,Color Road,GAME,12271559,10000000+,Teen,4.882801923,4.27
623,NA,NA,4.5,Long,121,16,3.24681177,Negative,Negative,-0.129814632,0.512339182,Negative,Neutral,0.183440646,Clash Royale,FAMILY,79780,100000000+,Mature,4.804021045,4.47
624,NA,NA,4.32,Long,72,15,3.504782366,Negative,Negative,0.076788618,0.378393511,Negative,Negative,0.00556915,Color by Number Draw Sandbox Pixel Art,FAMILY,657,1000000+,Teen,4.290459441,4.35
625,NA,NA,4.4,Short,24,4,4.534063607,Positive,Positive,-0.192234484,0.501288757,Positive,Neutral,0.294639556,C Programming,FAMILY,44982,1000000+,Mature,3.218875825,4.74
626,NA,NA,4.42,Long,242,39,2.921083717,Negative,Neutral,0.308708028,0.509914316,Negative,Neutral,-0.170843657,GUNSHIP BATTLE Helicopter 3D,GAME,44100,50000000+,Everyone,5.493061443,4.71
627,NA,NA,4.35,Long,127,16,3.187995073,Negative,Negative,-0.144143045,0.645936462,Negative,Neutral,0.491156231,Extreme Racing 2 Real driving RC cars game,FAMILY,221861,500000+,Teen,4.852030264,4.52
628,NA,NA,4.63,Long,157,21,3.165034488,Negative,Negative,0.262020628,0.658172151,Negative,Negative,0.071430801,Hily Dating Chat Match Meet Hook up,DATING,62495,100000+,Everyone 10+,5.062595033,4.7
629,NA,NA,4.35,Short,55,12,3.368690727,Negative,Neutral,0.029635172,0.485071995,Negative,Negative,-0.061605303,Color by Number Draw Sandbox Pixel Art,FAMILY,498,1000000+,Teen,4.025351691,4.35
630,NA,NA,4.23,Long,302,43,3.059364618,Positive,Positive,0.783239166,0.902189627,Positive,Positive,0.155317971,95Live SG1 Live Streaming App,DATING,362516,1000000+,Everyone,5.713732806,4.49
631,NA,NA,4.45,Long,93,16,3.274618144,Negative,Negative,0.207553894,0.465001946,Negative,Negative,-0.141753586,Bad Piggies,FAMILY,4297,50000000+,Teen,4.543294782,4.56
632,NA,NA,4.36,Long,77,17,3.076291972,Negative,Negative,-0.525634578,0.480119022,Negative,Neutral,0.103318677,Candy Crush Saga,FAMILY,65849,500000000+,Teen,4.356708827,4.43
633,NA,NA,4.41,Short,104,14,3.411561498,Negative,Negative,0.479167326,0.548288288,Negative,Negative,0.2068282,Bad Piggies,FAMILY,4173,50000000+,Mature,4.65396035,4.56
634,NA,NA,4.34,Long,127,18,3.368619604,Positive,Positive,0.279018953,0.691189294,Positive,Positive,-0.26160401,Fortune City A Finance App,FINANCE,399799,500000+,Teen,4.852030264,4.83
635,NA,NA,4.24,Short,61,5,4.121588635,Negative,Negative,0.031922915,0.327946853,Negative,Neutral,-0.011434798,Gems or jewels ,GAME,22415,10000000+,Everyone,4.127134385,4.76
636,NA,NA,4.49,Long,359,56,3.154334236,Negative,Neutral,0.062612198,0.503140764,Positive,Neutral,0.485926215,Dude Perfect 2,GAME,245201,10000000+,Teen,5.886104031,4.72
637,NA,NA,4.46,Short,67,8,3.725674002,Negative,Negative,-0.342492189,0.125707522,Negative,Negative,0.306077024,Educational Games  Kids,FAMILY,2824,5000000+,Teen,4.219507705,4.52
638,NA,NA,4.27,Long,204,28,3.223298532,Negative,Negative,-0.13598344,0.54338802,Positive,Positive,-0.294186091,Candy Crush Soda Saga,GAME,1416589,100000000+,Teen,5.323009979,4.7
639,NA,NA,4.37,Short,27,5,3.615395773,Positive,Positive,-0.170626429,0.45021532,Positive,Positive,0.163604699,Educational Games for Kids,FAMILY,1842414,1000000+,Teen,3.33220451,4.61
640,NA,NA,4.54,Short,31,5,3.494226208,Positive,Positive,0.148723197,0.360851948,Positive,Positive,0.882990943,Barbie?Fashion Closet,GAME,1590058,10000000+,Mature,3.465735903,4.51
641,NA,NA,4.24,Long,171,20,3.468602644,Negative,Negative,-0.456450016,0.456179908,Negative,Negative,-0.373198798,Candy Pop Story,FAMILY,6449,1000000+,Teen,5.147494477,4.62
642,NA,NA,4.41,Long,115,16,3.44122172,Negative,Negative,0.075021263,0.445013339,Negative,Negative,0.341745777,Cat Sim Online Play with Cats,FAMILY,10034,5000000+,Mature,4.753590191,4.56
643,NA,NA,4.37,Short,21,6,3.881772301,Negative,Negative,-0.066547651,0.307571914,Negative,Negative,-0.381297244,DINO HUNTER DEADLY SHORES,GAME,12607,10000000+,Everyone,3.091042453,4.54
644,NA,NA,4.68,Short,51,5,3.802146357,Negative,Negative,-0.192416297,0.421991739,Negative,Neutral,-0.054827264,DRAGON BALL LEGENDS,GAME,133822,5000000+,Everyone,3.951243719,4.64
645,NA,NA,4.4,Long,163,26,3.238268033,Negative,Neutral,-0.219735311,0.472085466,Positive,Neutral,-0.169947634,Dude Perfect 2,GAME,237366,10000000+,Teen,5.099866428,4.72
646,NA,NA,4.24,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Block Puzzle,GAME,938039,5000000+,Teen,NA,4.8
647,NA,NA,4.24,Short,18,7,3.588270758,Negative,Negative,0.127859307,0.476071827,Negative,Negative,-0.258027764,BBW Dating Plus Size Chat,DATING,5092,1000000+,Everyone 10+,2.944438979,4.77
648,NA,NA,4.4,Short,88,13,3.199970674,Negative,Negative,-0.393614887,0.161024109,Negative,Negative,-0.500343574,Hello Stars,GAME,306,10000000+,Teen,4.48863637,4.71
649,NA,NA,4.43,Long,99,15,3.486952054,Negative,Neutral,0.13765364,0.493933201,Negative,Negative,0.521139816,Color by Number ?New Coloring Book,GAME,12224,5000000+,Mature,4.605170186,4.36
650,NA,NA,4.21,Short,50,10,3.460258534,Negative,Negative,-0.320573113,0.390398738,Negative,Negative,-0.486361029,Hay Day,FAMILY,200,100000000+,Mature,3.931825633,4.52
651,NA,NA,4.29,Short,106,14,3.382752831,Negative,Neutral,-0.168240461,0.622341347,Negative,Neutral,0.238767334,FastMeet Chat Dating Love,DATING,48555,1000000+,Everyone 10+,4.672828834,4.56
652,NA,NA,4.21,Long,138,19,3.136088708,Positive,Neutral,0.125618968,0.520486363,Negative,Neutral,-0.420989112,Hily Dating Chat Match Meet Hook up,DATING,62734,100000+,Everyone 10+,4.934473933,4.7
653,NA,NA,4.67,Short,31,8,3.737595818,Negative,Negative,-0.437550959,0.421478307,Negative,Negative,0.295427916,DINO HUNTER DEADLY SHORES,GAME,13147,10000000+,Everyone,3.465735903,4.54
654,NA,NA,4.32,Short,103,11,3.377299991,Negative,Negative,0.277350571,0.480387403,Negative,Negative,-0.292147394,Dino War Rise of Beasts,GAME,24692,1000000+,Everyone,4.644390899,4.75
655,NA,NA,4.19,Short,81,10,3.203926122,Negative,Negative,0.460248505,0.510375721,Negative,Negative,-0.493839783,BankMobile Vibe App,FINANCE,11599,1000000+,Teen,4.406719247,4.62
656,NA,NA,4.36,Short,101,12,3.503162323,Negative,Negative,0.130666425,0.437106574,Negative,Negative,-0.079999305,Bad Piggies,FAMILY,3792,50000000+,Teen,4.624972813,4.56
657,NA,NA,4.33,Long,133,26,3.058345316,Negative,Negative,0.454503281,0.507896649,Negative,Negative,-0.58989968,Bubble Shooter,GAME,17406,10000000+,Mature,4.8978398,4.68
658,NA,NA,4.38,Long,78,16,3.154379153,Negative,Negative,-0.543136623,0.605901821,Negative,Neutral,0.6397175,Checkers вп,FAMILY,136692,1000000+,Mature,4.369447852,4.36
659,NA,NA,4.18,Long,111,15,3.372700456,Negative,Neutral,-0.218565458,0.648048555,Positive,Positive,-0.104753441,Fruits Bomb,GAME,3768732,10000000+,Teen,4.718498871,4.36
