"age","checkingStatus","creditAmountDollar","creditHistory","duration","employment","existingCredits","foreignWorker","housing","installmentCommitment","job","lamount","lamountPred","numDependents","otherParties","otherPaymentPlans","ownTelephone","personalStatus","propertyMagnitude","purpose","residenceSince","riskStatus","savingsStatus"
25,"0<=X<200",208.48,"existing_paid",1.95,"4<=X<7",1,NA,"own",2,"unskilled_resident",5.33984311337653,6.81247488864862,1,"no","bank","no","male_mar_wid","no_known_property","new_car",NA,"high","<100"
40,"<0",80.1,"existing_paid",4.09,"1<=X<4",1,NA,"rent",4,"unskilled_resident",4.38327585407431,6.81247488864862,2,"no","none","no","male_single","no_known_property","education",NA,"high","<100"
41,"<0",122.93,"existing_paid",2.39,"<1",1,"yes","own",3,"unskilled_resident",4.81161508767925,6.81247488864862,2,"no","none","yes","male_single","no_known_property","new_car",NA,"high","<100"
24,"<0",261.86,"existing_paid",2.32,">=7",1,NA,"rent",4,"skilled",5.56781000979961,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
23,"no_checking",116.79,"existing_paid",NA,"<1",1,NA,"rent",1,"unskilled_resident",4.76037745029047,6.81247488864862,2,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
20,"0<=X<200",69.75,"delayed_previously",NA,"1<=X<4",2,"yes","rent",4,"skilled",4.24491742070147,6.81247488864862,1,"co_applicant","none","no","male_mar_wid","no_known_property","tv",NA,"high","<100"
42,"no_checking",217.02,"critical_other_existing_credit",NA,">=7",NA,"yes","own",4,"skilled",5.37998951519206,6.81247488864862,2,"no","none","yes","male_single","no_known_property","tv",NA,"high","500<=X<1000"
22,"no_checking",NA,"existing_paid",NA,"unemployed",1,NA,"rent",3,"skilled",NA,NA,1,"co_applicant","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
24,"0<=X<200",98.15,"all_paid",NA,"<1",1,NA,"rent",4,"skilled",4.58649692072247,6.81247488864862,2,"no","bank","no","female_div_dep_mar","no_known_property","education",NA,"high",">=1000"
38,"0<=X<200",161.52,"existing_paid",6.87,">=7",1,"yes","own",4,"skilled",5.08462897400458,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",NA,"high","no_known_savings"
45,"<0",150.7,"all_paid",NA,">=7",1,"yes","own",4,"unskilled_resident",5.01529110563245,6.81247488864862,1,"no","bank","no","male_mar_wid","no_known_property","retraining",NA,"high","<100"
52,"<0",150.33,"critical_other_existing_credit",4.77,">=7",2,NA,"own",4,"skilled",5.01283287763974,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",4,"high","500<=X<1000"
22,"0<=X<200",35.87,"existing_paid",NA,"1<=X<4",1,NA,"rent",4,"unskilled_resident",3.57990129154419,6.81247488864862,1,"no","none","no","male_mar_wid","no_known_property","new_car",NA,"high","<100"
41,"no_checking",NA,"critical_other_existing_credit",2.66,"1<=X<4",2,"yes","own",2,"unskilled_resident",NA,6.81247488864862,1,"no","bank","no","female_div_dep_mar","no_known_property","new_car",NA,"high",">=1000"
25,"no_checking",NA,"critical_other_existing_credit",NA,"1<=X<4",2,NA,"own",4,"skilled",NA,NA,1,"no","stores","yes","female_div_dep_mar","no_known_property","new_car",NA,"high","<100"
41,"no_checking",NA,"critical_other_existing_credit",NA,">=7",2,NA,"rent",4,NA,NA,NA,1,"no","none","yes","female_div_dep_mar","no_known_property","used_car",NA,"high","<100"
36,"no_checking",NA,"delayed_previously",NA,">=7",1,NA,"subsidized",3,"skilled",NA,NA,1,"no","none","no","male_single","no_known_property","tv",NA,"high","no_known_savings"
32,"0<=X<200",1587.6,"no_credits_all_paid",34.02,"1<=X<4",1,NA,"own",1,"high_qualif_self_emp_mgmt",7.36997872090891,8.32446488933218,1,"no","bank","yes","female_div_dep_mar","car","other",NA,"high","<100"
58,"0<=X<200",704.02,"no_credits_all_paid",30.04,"<1",1,"yes","rent",3,"skilled",6.55680676484542,8.21822805670742,1,"no","none","yes","male_single","car","business",NA,"high","<100"
23,"0<=X<200",1413.26,"existing_paid",21.85,"1<=X<4",1,NA,"own",2,"skilled",7.25365437141927,7.94497114947428,1,"no","none","yes","male_single","car","business",NA,"high","<100"
25,"0<=X<200",1331.2,"no_credits_all_paid",23.97,"1<=X<4",1,NA,"own",2,"skilled",7.19383607006694,8.06998948518418,1,"no","none","yes","male_single","car","business",NA,"high","<100"
30,"no_checking",3650.46,"critical_other_existing_credit",23.77,">=7",1,"yes","subsidized",4,"high_qualif_self_emp_mgmt",8.20260846603301,6.81247488864862,1,"no","none","yes","male_single","car","new_car",NA,"high","no_known_savings"
47,"0<=X<200",1208.89,"existing_paid",22.47,"1<=X<4",1,NA,"subsidized",1,"skilled",7.09745786219094,7.75427389162104,2,"no","none","yes","male_single","car","education",NA,"high","100<=X<500"
37,"0<=X<200",1193.48,"existing_paid",18.88,"1<=X<4",1,"yes","subsidized",1,"skilled",7.08462868820236,7.71442228416718,1,"no","none","yes","male_single","car","new_car",NA,"high","no_known_savings"
48,"0<=X<200",1180.64,"no_credits_all_paid",21.55,"1<=X<4",1,NA,"own",2,"high_qualif_self_emp_mgmt",7.07381194331006,7.9804251345996,1,"no","bank","yes","male_single","car","business",NA,"high","no_known_savings"
32,"0<=X<200",1910.29,"delayed_previously",22.49,"4<=X<7",NA,NA,"rent",2,"skilled",7.55501034197603,7.88432621656883,1,"no","none","yes","male_single","car","education",NA,"high","100<=X<500"
29,"0<=X<200",1119.07,"existing_paid",16.3,"1<=X<4",2,NA,"own",2,"high_qualif_self_emp_mgmt",7.02025326220883,7.64417764410923,1,"co_applicant","bank","yes","male_single","car","other",NA,"high","<100"
39,"<0",1764.35,"existing_paid",20.87,"4<=X<7",3,"yes","subsidized",4,"skilled",7.47553762958395,8.08203321003631,2,"no","stores","yes","male_single","car","used_car",NA,"high","<100"
26,"0<=X<200",574.8,"existing_paid",19.18,"<1",1,"yes","own",1,"skilled",6.35402215420487,8.22246471718029,1,"no","none","yes","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
28,"0<=X<200",560.59,"existing_paid",21.64,"<1",1,NA,"rent",1,"high_qualif_self_emp_mgmt",6.32898980054091,7.97678815983854,1,"no","none","yes","male_mar_wid","car","used_car",NA,"high","<100"
31,"no_checking",1622.09,"delayed_previously",18.86,"4<=X<7",1,NA,"own",3,"high_qualif_self_emp_mgmt",7.39147072018903,7.98244935996973,2,"no","stores","yes","male_single","car","used_car",NA,"high","no_known_savings"
42,"0<=X<200",2733.3,"no_credits_all_paid",9.88,">=7",2,NA,"subsidized",2,"high_qualif_self_emp_mgmt",7.91326494938792,7.51715680700386,1,"no","none","yes","female_div_dep_mar","car","business",NA,"high","<100"
26,"<0",889.31,"existing_paid",17.88,"1<=X<4",1,NA,"own",2,"skilled",6.79044588114165,7.76754557416471,2,"no","none","no","male_single","car","used_car",NA,"high","<100"
25,"<0",876.53,"critical_other_existing_credit",10.65,"1<=X<4",2,NA,"own",3,"high_qualif_self_emp_mgmt",6.77597093081492,7.78957718778455,1,"no","none","yes","female_div_dep_mar","car","education",NA,"high","<100"
45,"<0",1503.66,"existing_paid",19.26,"4<=X<7",1,NA,"subsidized",2,"skilled",7.31565741512372,7.77389500506876,2,"guarantor","none","no","male_single","car","furniture_equipment",NA,"high","<100"
53,"<0",2630.25,"existing_paid",11.03,">=7",1,"yes","subsidized",4,"high_qualif_self_emp_mgmt",7.8748341776884,6.81247488864862,1,"no","none","yes","male_single","car","furniture_equipment",NA,"high","<100"
37,"<0",1481.06,"all_paid",22.53,"4<=X<7",1,"yes","rent",2,"skilled",7.30051332661394,7.76225425129525,1,"guarantor","none","no","female_div_dep_mar","car","business",NA,"high","<100"
63,"no_checking",2568.17,"critical_other_existing_credit",15.86,">=7",2,NA,"own",1,"skilled",7.85094886199572,7.6614303656531,1,"no","none","no","male_single","car","used_car",NA,"high","no_known_savings"
31,"0<=X<200",232.9,"delayed_previously",3.13,"unemployed",1,NA,"subsidized",2,"high_qualif_self_emp_mgmt",5.4506091768903,6.81247488864862,1,"no","none","yes","male_single","car","other",NA,"high","100<=X<500"
53,"no_checking",231.7,"all_paid",1.97,"unemployed",1,"yes","own",4,NA,5.44544343143833,7.54746286263532,1,"no","bank","yes","female_div_dep_mar","car","used_car",NA,"high","no_known_savings"
54,"0<=X<200",826.5,"delayed_previously",18.53,"1<=X<4",1,NA,"rent",2,"skilled",6.71719991726108,7.6757953419211,1,"no","none","no","female_div_dep_mar","car","new_car",NA,"high","<100"
27,"0<=X<200",825.38,"delayed_previously",18.37,"1<=X<4",1,"yes","own",1,"unskilled_resident",6.71584388634888,8.43483415734299,1,"no","none","no","male_single","car","tv",NA,"high","no_known_savings"
43,"no_checking",823.37,"existing_paid",13.07,"1<=X<4",1,"yes","own",1,"unskilled_resident",6.71340567437524,7.50525663036034,2,"no","none","no","male_single","car","new_car",NA,"high","<100"
40,"0<=X<200",230.33,"critical_other_existing_credit",11.8,"unemployed",2,NA,"own",4,"high_qualif_self_emp_mgmt",5.43951306321481,7.28477500647642,1,"no","stores","yes","male_single","car","furniture_equipment",4,"high","<100"
70,"0<=X<200",229.5,"existing_paid",7.18,"unemployed",1,NA,"subsidized",2,"high_qualif_self_emp_mgmt",5.4359030295006,7.42791633593983,1,"no","bank","yes","male_single","car","new_car",NA,"high","<100"
35,"no_checking",1430.68,"critical_other_existing_credit",12.35,"4<=X<7",2,"yes","own",3,"high_qualif_self_emp_mgmt",7.26590513470354,7.76858034802102,1,"no","none","yes","male_single","car","used_car",NA,"high","<100"
32,"no_checking",2484.48,"delayed_previously",20.34,">=7",2,NA,"own",3,"skilled",7.81781866110054,7.67716656027796,2,"no","bank","no","male_single","car","tv",NA,"high","no_known_savings"
36,"0<=X<200",1407.43,"delayed_previously",17.82,"4<=X<7",2,NA,"rent",3,"high_qualif_self_emp_mgmt",7.24952062520693,7.64858373949479,2,"no","bank","yes","male_single","car","used_car",NA,"high","no_known_savings"
35,"0<=X<200",787.43,"existing_paid",11.39,"1<=X<4",1,"yes","rent",2,"high_qualif_self_emp_mgmt",6.66877447786005,7.76268434013197,1,"no","none","yes","male_single","car","used_car",2,"high","<100"
29,"<0",782.45,"delayed_previously",18.88,"1<=X<4",1,"yes","own",4,"skilled",6.66243002260918,7.45463152754654,1,"no","stores","yes","male_single","car","education",NA,"high","<100"
34,"0<=X<200",223.66,"all_paid",5.82,"unemployed",1,NA,"own",1,"high_qualif_self_emp_mgmt",5.41012704160004,7.5295058642978,2,"no","none","yes","male_single","car","new_car",NA,"high","100<=X<500"
46,"no_checking",778.77,"critical_other_existing_credit",11.31,"1<=X<4",2,NA,"own",2,"high_qualif_self_emp_mgmt",6.65771575195487,7.88067754518172,2,"no","none","yes","male_single","car","used_car",NA,"high","no_known_savings"
36,"no_checking",1369.5,"critical_other_existing_credit",10.01,"4<=X<7",2,"yes","own",2,"skilled",7.22220098870313,7.42831940577419,1,"no","none","no","male_single","car","tv",NA,"high","no_known_savings"
41,"0<=X<200",2273.73,"critical_other_existing_credit",10.16,">=7",1,NA,"own",2,"skilled",7.72917693375186,7.56733304977164,1,"no","none","yes","male_single","car","furniture_equipment",NA,"high","<100"
41,"no_checking",2261.94,"existing_paid",14.19,">=7",1,NA,"own",3,"high_qualif_self_emp_mgmt",7.72397813112533,7.62339191047651,2,"no","none","yes","male_single","car","used_car",NA,"high","no_known_savings"
23,"<0",469.54,"critical_other_existing_credit",10.54,"<1",2,NA,"rent",4,"unskilled_resident",6.15175349203736,7.64808698980447,1,"co_applicant","none","yes","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
24,"<0",1300.9,"critical_other_existing_credit",13.1,"4<=X<7",2,"yes","rent",1,"skilled",7.17081161160751,7.88194874583931,1,"no","none","no","male_mar_wid","car","used_car",NA,"high","100<=X<500"
31,"0<=X<200",2221.2,"no_credits_all_paid",10.04,">=7",2,NA,"own",3,"skilled",7.70580286936745,7.58236421406641,1,"no","bank","yes","male_mar_wid","car","used_car",NA,"high","100<=X<500"
32,"0<=X<200",1287.14,"existing_paid",11.27,"4<=X<7",1,NA,"own",2,"skilled",7.16017798178878,7.21193623671418,1,"no","none","no","male_single","car","new_car",NA,"high","<100"
33,"no_checking",2201.82,"critical_other_existing_credit",19.18,">=7",2,"yes","own",3,"skilled",7.6970395700722,7.34338777387659,1,"no","none","yes","male_single","car","tv",NA,"high","<100"
30,"0<=X<200",2175.61,"delayed_previously",17.72,">=7",2,"yes","own",1,NA,7.68506436397141,7.94292853775508,1,"no","none",NA,"male_single","car","used_car",NA,"high","<100"
38,"no_checking",1271.37,"critical_other_existing_credit",13.57,"4<=X<7",1,NA,"own",3,"skilled",7.14785033818805,7.40888159280332,1,"co_applicant","none","no","male_single","car","tv",2,"high","<100"
35,"no_checking",2144.72,"critical_other_existing_credit",12.66,">=7",2,NA,"own",2,"skilled",7.670764286711,7.88772635700199,2,"no","none","yes","male_single","car","used_car",NA,"high","<100"
31,"no_checking",1244.09,"existing_paid",13.79,"4<=X<7",2,"yes","own",2,"skilled",7.12615961794907,7.6187687853591,1,"no","none","yes","male_single","car","business",NA,"high","100<=X<500"
25,"no_checking",666.58,"existing_paid",12.22,"1<=X<4",1,NA,"own",4,"skilled",6.50216016242324,7.2782850396998,1,"no","stores","no","male_single","car","furniture_equipment",NA,"high","100<=X<500"
47,"no_checking",430.88,"critical_other_existing_credit",12.75,"<1",3,NA,"subsidized",3,"skilled",6.06582962906329,7.37682784033732,1,"no","none","yes","male_mar_wid","car","tv",NA,"high","<100"
25,"0<=X<200",417.62,"critical_other_existing_credit",13.37,"<1",2,"yes","own",4,"unskilled_resident",6.03457192814192,7.41640129473672,1,"no","none","no","male_single","car","tv",NA,"high","<100"
25,"0<=X<200",417.24,"critical_other_existing_credit",14.4,"<1",1,"yes","own",2,"unskilled_resident",6.03366159580777,7.60291547080823,1,"no","bank","no","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
32,"no_checking",593.22,"existing_paid",13.97,"1<=X<4",1,NA,"subsidized",2,"high_qualif_self_emp_mgmt",6.3855653251371,7.84426169986468,1,"no","none","yes","male_single","car","used_car",NA,"high","<100"
32,"no_checking",411.8,"existing_paid",7.93,"<1",1,NA,"own",3,"skilled",6.02053779459369,7.25983250580324,1,"no","none","yes","male_single","car","tv",NA,"high","<100"
27,"0<=X<200",190.42,"critical_other_existing_credit",5.93,"unemployed",1,"yes","own",3,"skilled",5.24923215885755,6.81247488864862,1,"no","none","no","male_single","car","used_car",NA,"high","100<=X<500"
26,"no_checking",1079.59,"critical_other_existing_credit",13.72,"4<=X<7",1,"yes","rent",4,"high_qualif_self_emp_mgmt",6.98433661841107,7.33694547782781,1,"no","none","yes","female_div_dep_mar","car","tv",4,"high","<100"
32,"no_checking",409.16,"critical_other_existing_credit",10.59,"<1",2,NA,"own",4,"unskilled_resident",6.01410627758881,7.34266803464927,2,"no","stores","yes","male_single","car","furniture_equipment",NA,"high",">=1000"
33,"0<=X<200",1776.28,"existing_paid",10.44,">=7",1,NA,"own",1,"high_qualif_self_emp_mgmt",7.48227656878311,7.52797867021892,1,"co_applicant","bank","yes","male_single","car","business",NA,"high","<100"
26,"<0",1056.62,"delayed_previously",13.31,"4<=X<7",2,NA,"own",3,"skilled",6.9628304131901,7.80665308838411,2,"no","bank","yes","male_single","car","tv",NA,"high","<100"
24,"<0",400.55,"existing_paid",11.55,"<1",1,"yes","rent",3,"skilled",5.99283860266113,7.62693552125239,1,"no","none","no","female_div_dep_mar","car","business",NA,"high","<100"
40,"0<=X<200",1737.09,"delayed_previously",19.66,">=7",1,NA,"own",4,"high_qualif_self_emp_mgmt",7.45996657837034,7.36065443744441,1,"no","none","yes","male_div_sep","car","furniture_equipment",NA,"high","<100"
26,"0<=X<200",555.8,"no_credits_all_paid",16.87,"1<=X<4",2,"yes","rent",4,"unskilled_resident",6.3204085173084,7.25457657339236,1,"no","none","no","female_div_dep_mar","car","business",NA,"high","100<=X<500"
36,"no_checking",545.02,"no_credits_all_paid",9.84,"1<=X<4",2,"yes","own",2,"skilled",6.30082249123762,7.480329184889,2,"no","stores","no","male_single","car","business",NA,"high","<100"
42,"<0",543.89,"existing_paid",7.42,"1<=X<4",1,NA,"own",2,"skilled",6.29874702052722,7.60473725733845,1,NA,"none","no","male_single","car","furniture_equipment",3,"high","<100"
43,"no_checking",1008.43,"critical_other_existing_credit",9.76,"4<=X<7",2,"yes","own",3,"skilled",6.91614994497041,7.59528615069042,1,"no","none","yes","male_single","car","used_car",NA,"high","no_known_savings"
27,"<0",531.31,"existing_paid",14.19,"1<=X<4",1,"yes","own",2,"skilled",6.27534565503772,7.43368736151475,1,"no","stores","no","male_single","car","furniture_equipment",NA,"high","<100"
29,"0<=X<200",387.53,"all_paid",5.73,"<1",1,NA,"own",3,"unemp_unskilled_non_res",5.95979326515152,7.40524657750299,1,"no","bank","no","female_div_dep_mar","car","domestic_appliance",NA,"high","no_known_savings"
22,"<0",179.98,"existing_paid",NA,"unemployed",1,NA,"subsidized",1,"skilled",5.1928457336058,6.81247488864862,1,"no","none","no","male_single","car","new_car",NA,"high","<100"
67,"0<=X<200",178.15,"existing_paid",6.39,"unemployed",1,NA,"own",2,"skilled",5.18262589205184,6.81247488864862,1,"no","none","yes","female_div_dep_mar","car","repairs",NA,"high","<100"
32,"no_checking",516.3,"delayed_previously",12.13,"1<=X<4",1,NA,"subsidized",1,"skilled",6.2466879918856,7.48639574735585,1,"no","none","no","male_single","car","business",NA,"high","<100"
34,"0<=X<200",978.59,"no_credits_all_paid",7.35,"4<=X<7",1,NA,"subsidized",4,"unskilled_resident",6.88611276012307,7.54223908413924,2,"no","none","no","male_single","car","business",NA,"high","100<=X<500"
45,"no_checking",1606.64,"existing_paid",13.77,">=7",1,NA,"own",2,"unskilled_resident",7.38190032072842,7.52743326460639,1,"no","none","yes","female_div_dep_mar","car","tv",NA,"high","no_known_savings"
22,"0<=X<200",380.84,"existing_paid",10.86,"<1",1,NA,"own",2,"skilled",5.94237933941749,7.53069161444566,1,"no","none","no","male_mar_wid","car","furniture_equipment",NA,"high","<100"
50,"no_checking",508.01,"critical_other_existing_credit",9.06,"1<=X<4",1,NA,"own",NA,"skilled",6.2305011324241,7.3181568353033,1,"no","none","yes","male_single","car","furniture_equipment",NA,"high",">=1000"
23,"0<=X<200",176.04,"existing_paid",4.4,"unemployed",1,NA,"rent",1,"unemp_unskilled_non_res",5.17071124194289,6.81247488864862,1,"no","none","no","female_div_dep_mar","car","tv",NA,"high","500<=X<1000"
62,"no_checking",1584.14,"existing_paid",13.36,">=7",1,"yes","subsidized",4,"skilled",7.36779695230713,7.32763203793231,1,"co_applicant","none","yes","female_div_dep_mar","car","new_car",NA,"high","<100"
27,"0<=X<200",501.61,"existing_paid",8.33,"1<=X<4",1,NA,"own",2,"skilled",6.21782292532413,7.44156234782439,1,"no","none","no","male_mar_wid","car","education",NA,"high","no_known_savings"
22,"<0",372.94,"existing_paid",7.95,"<1",1,"yes","rent",1,"skilled",5.92141754879595,7.4262072030203,1,"no","none","no","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
27,"<0",1551,"delayed_previously",10.22,">=7",2,"yes","own",1,"unskilled_resident",7.34665516317654,7.46566472597184,1,"no","none","no","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
27,"no_checking",491.66,"all_paid",8.72,"1<=X<4",1,NA,"own",1,"skilled",6.19778742069185,7.52175631569001,1,"no","stores","no","female_div_dep_mar","car","business",NA,"high","<100"
47,"no_checking",1531.95,"critical_other_existing_credit",8.84,">=7",1,"yes","own",4,"skilled",7.33429671269222,7.59309691058131,1,"no","none","yes","male_single","car","tv",NA,"high","no_known_savings"
26,"no_checking",488.52,"existing_paid",8.83,"1<=X<4",1,NA,"rent",1,"skilled",6.19138041230289,7.17826618115083,2,"guarantor","none","no","male_single","car","new_car",NA,"high","100<=X<500"
54,"no_checking",1529.01,"existing_paid",8.43,">=7",1,"yes","rent",4,"high_qualif_self_emp_mgmt",7.33237574613004,7.09335914402048,1,"no","bank","yes","female_div_dep_mar","car","tv",NA,"high","<100"
23,"no_checking",923.32,"existing_paid",12.8,"4<=X<7",1,NA,"own",3,"skilled",6.8279758699758,7.38164721440161,1,"no","none","no","female_div_dep_mar","car","used_car",NA,"high","100<=X<500"
31,"no_checking",1488.18,"existing_paid",5.74,">=7",1,NA,"own",3,"skilled",7.30530917581896,7.3771408951228,2,"no","none","yes","male_single","car","tv",NA,"high","500<=X<1000"
44,"<0",469.42,"critical_other_existing_credit",6.74,"1<=X<4",1,NA,"rent",1,"high_qualif_self_emp_mgmt",6.1514978900934,7.36033486259367,1,"no","none","yes","male_div_sep","car","furniture_equipment",NA,"high","<100"
28,"no_checking",465.93,"existing_paid",12.4,"1<=X<4",1,NA,"own",4,"high_qualif_self_emp_mgmt",6.14403540825003,7.50971831866941,1,"no","none","yes","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
39,"<0",1462.77,"existing_paid",4.31,">=7",1,NA,"rent",4,"high_qualif_self_emp_mgmt",7.2880871774513,7.30761121349216,1,"no","none","yes","male_single","car","furniture_equipment",NA,"high","<100"
42,"no_checking",1458.56,"critical_other_existing_credit",8.79,">=7",1,NA,"own",2,"skilled",7.28520492661726,7.32049298144434,1,"no","stores","no","male_single","car","furniture_equipment",NA,"high","<100"
26,"<0",348.26,"no_credits_all_paid",9.95,"<1",1,"yes","rent",1,"skilled",5.85294932725124,7.54527445700296,NA,"no","none","no","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
30,"0<=X<200",1378.82,"existing_paid",9.58,">=7",1,NA,"subsidized",4,"skilled",7.22898333990449,7.21366077569902,1,"no","none","no","male_single","car","furniture_equipment",NA,"high","100<=X<500"
45,">=200",345.11,"existing_paid",5.33,"<1",1,"yes","own",1,"unskilled_resident",5.84386320679221,7.49011023760082,1,"no","stores","no","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
20,"<0",430.07,"existing_paid",2.84,"1<=X<4",1,"yes","own",2,"skilled",6.06394798613631,7.52754963304407,1,"no","none","no","male_mar_wid","car","furniture_equipment",NA,"high","no_known_savings"
32,"no_checking",428.21,"delayed_previously",10.67,NA,2,NA,"own",4,"skilled",6.05961372945599,7.33039963183002,2,"no","none","yes","male_single","car","business",NA,"high","no_known_savings"
25,"0<=X<200",341.18,"no_credits_all_paid",13.67,"<1",2,NA,"rent",4,"skilled",5.83241019725237,7.09684710981195,1,"no","none","no","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
31,"no_checking",337.79,"existing_paid",8.01,"<1",1,NA,"rent",1,"skilled",5.82242440061994,7.36918678599114,1,"no","none","no","female_div_dep_mar","car","used_car",4,"high","no_known_savings"
34,">=200",416.36,"existing_paid",7.01,"1<=X<4",1,NA,"own",2,"unskilled_resident",6.03155027064727,7.34020906487435,2,"no","none","no","male_single","car","furniture_equipment",NA,"high","<100"
30,"0<=X<200",1314.3,"delayed_previously",6.63,">=7",1,NA,"subsidized",4,"skilled",7.18105948348796,7.21602943106002,1,"no","none","no","male_single","car","new_car",NA,"high","100<=X<500"
38,"no_checking",157.85,"existing_paid",NA,"unemployed",1,NA,"own",4,"high_qualif_self_emp_mgmt",5.061645215004,6.81247488864862,1,"no","none","yes","male_single","car","new_car",NA,"high","no_known_savings"
24,"no_checking",807.52,"critical_other_existing_credit",7.25,"4<=X<7",2,"yes","own",2,"skilled",6.69396782259195,7.49073229756143,1,"co_applicant","bank","no","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
38,"no_checking",1279.1,"critical_other_existing_credit",4.61,">=7",2,NA,NA,4,"skilled",7.15391198460535,7.83076242637936,2,"no","none","yes","male_single","car","used_car",NA,"high","no_known_savings"
57,"no_checking",1278.14,"critical_other_existing_credit",11.33,">=7",3,NA,"subsidized",2,"unskilled_resident",7.15316117510362,7.14548394321666,1,"no","bank","no","female_div_dep_mar","car","education",NA,"high","<100"
31,"<0",1277.51,"all_paid",12.36,">=7",1,NA,"own",4,"skilled",7.15266814983587,7.57723721296259,1,"no","bank","no","male_single","car","furniture_equipment",NA,"high","<100"
32,"0<=X<200",800.05,"critical_other_existing_credit",6.07,"4<=X<7",2,NA,"own",3,"skilled",6.68467422571488,7.43975986789156,1,"no","none","yes","male_single","car","furniture_equipment",NA,"high",">=1000"
32,"no_checking",398.75,"existing_paid",6.59,"1<=X<4",1,NA,"own",1,"skilled",5.98833465409905,7.22936449519235,2,"no","none","no","male_single","car",NA,2,"high","<100"
29,"no_checking",326.4,"existing_paid",9.22,"<1",1,NA,"own",4,"high_qualif_self_emp_mgmt",5.78812362308995,7.55294516601492,1,"no","none",NA,"female_div_dep_mar","car","used_car",NA,"high","<100"
50,"0<=X<200",395.98,"existing_paid",7.11,"1<=X<4",1,NA,"subsidized",4,"skilled",5.98136370492855,7.60375482261253,1,"co_applicant","none","no","female_div_dep_mar","car","tv",NA,"high","100<=X<500"
28,"<0",394.7,"existing_paid",6.38,"1<=X<4",1,NA,"own",4,"skilled",5.9781259826688,7.18652902855439,1,"no","none","no","male_single","car","furniture_equipment",2,"high",">=1000"
28,"0<=X<200",391.71,"existing_paid",10.52,"1<=X<4",2,NA,"rent",2,"skilled",5.97052177008806,7.41104853616234,1,"no","none","yes","female_div_dep_mar","car","new_car",NA,"high","100<=X<500"
25,"0<=X<200",391.71,"existing_paid",9.97,"1<=X<4",1,NA,"own",3,"unskilled_resident",5.97052177008806,7.0519093750051,1,"no","none","no","female_div_dep_mar","car","repairs",NA,"high","100<=X<500"
46,"no_checking",1234.06,"critical_other_existing_credit",7.03,">=7",2,"yes","own",4,"skilled",7.11806482564959,7.02550929929147,1,"co_applicant","none","no","male_mar_wid","car","tv",NA,"high","<100"
34,"no_checking",1223.34,"critical_other_existing_credit",7.52,">=7",1,NA,"own",2,"skilled",7.10934010195694,7.31997036178283,1,"no","none","no","male_single","car","tv",NA,"high",">=1000"
35,"0<=X<200",385.81,"existing_paid",4.24,"1<=X<4",1,"yes","own",2,"skilled",5.9553450203016,7.05285911160539,1,"guarantor","none","no","male_single","car","tv",NA,"high","<100"
39,"<0",1205.04,"existing_paid",1.17,">=7",1,NA,"own",1,"skilled",7.09426804039456,7.58294082027933,2,"guarantor","none","no","male_single","car","tv",NA,"high","<100"
51,"no_checking",1200.11,"existing_paid",1.86,">=7",1,"yes","subsidized",2,"unskilled_resident",7.09016849824163,7.13505573401941,1,"no","none","no","male_single","car","new_car",NA,"high","500<=X<1000"
41,"0<=X<200",1198.8,"delayed_previously",7.36,">=7",2,NA,"own",4,"skilled",7.08907633544251,7.31819231422025,1,"no","stores","no","male_single","car","business",NA,"high","100<=X<500"
22,"<0",375.74,"all_paid",3.37,"1<=X<4",1,NA,"own",4,"skilled",5.92889741483915,7.24701360756074,1,"no","stores","yes","male_single","car","furniture_equipment",NA,"high","500<=X<1000"
22,"<0",373.45,"existing_paid",4.86,"1<=X<4",1,NA,"own",2,"skilled",5.92278412680308,7.46868028134449,1,"no","none","no","male_single","car","furniture_equipment",NA,"high","<100"
35,"no_checking",1163.72,"existing_paid",3.74,">=7",2,"yes","own",3,"skilled",7.05937704952645,7.35819622756944,1,"no","bank","yes","male_single","car","tv",NA,"high","500<=X<1000"
33,"0<=X<200",310.39,"existing_paid",7.64,"<1",1,NA,"rent",4,"unskilled_resident",5.73782957129526,7.66274401640626,1,"no","none","no","male_single","car","repairs",NA,"high","<100"
36,"0<=X<200",732.01,"critical_other_existing_credit",14.65,"4<=X<7",1,NA,"own",3,"high_qualif_self_emp_mgmt",6.59579417507018,7.20859256712884,1,"no","none","yes","male_div_sep","car","new_car",NA,"high","500<=X<1000"
